region_id,x,y
0,46.98480155195612,24.993359670789904
0,46.993451543511064,24.993359670789904
0,46.993451543511064,24.9992822307679
0,46.98480155195612,24.9992822307679
1,46.659930170615304,29.601556249687185
1,46.66666336908715,29.601556249687185
1,46.66666336908715,29.609872652871474
1,46.659930170615304,29.609872652871474
2,45.40552607666157,27.851605106894652
2,45.41293652338419,27.851605106894652
2,45.41293652338419,27.860297962087827
2,45.40552607666157,27.860297962087827
3,48.85323034105885,26.786476506857007
3,48.863036380564964,26.786476506857007
3,48.863036380564964,26.79205924029558
3,48.85323034105885,26.79205924029558
4,47.808719364778035,23.24507326315041
4,47.817267203360025,23.24507326315041
4,47.817267203360025,23.251224983928573
4,47.808719364778035,23.251224983928573
5,50.92207174677351,23.245374005875135
5,50.92914413041055,23.245374005875135
5,50.92914413041055,23.25053831950411
5,50.92207174677351,23.25053831950411
6,44.254036875400736,22.461369454122973
6,44.259716412312194,22.461369454122973
6,44.259716412312194,22.46796834056822
6,44.254036875400736,22.46796834056822
7,49.14758845592779,28.924660203158325
7,49.15429838495423,28.924660203158325
7,49.15429838495423,28.934158129240636
7,49.14758845592779,28.934158129240636
8,50.09923649581932,26.803989636525202
8,50.10794556036566,26.803989636525202
8,50.10794556036566,26.813850551366137
8,50.09923649581932,26.813850551366137
9,50.07189487473062,27.661476338038135
9,50.079890232282295,27.661476338038135
9,50.079890232282295,27.66768490669859
9,50.07189487473062,27.66768490669859
10,51.085272599189395,22.16137636455819
10,51.09191087433901,22.16137636455819
10,51.09191087433901,22.16797554417465
10,51.085272599189395,22.16797554417465
11,49.8289537068168,29.755096406863174
11,49.83558617845511,29.755096406863174
11,49.83558617845511,29.763461227728733
11,49.8289537068168,29.763461227728733
12,51.41865347336134,28.65607756595816
12,51.426307513001795,28.65607756595816
12,51.426307513001795,28.66300468684859
12,51.41865347336134,28.66300468684859
13,46.65838007414531,23.696157537518857
13,46.664125522988954,23.696157537518857
13,46.664125522988954,23.701268233333565
13,46.65838007414531,23.701268233333565
14,48.02262824731838,23.451831059146883
14,48.028722420706316,23.451831059146883
14,48.028722420706316,23.45736841616673
14,48.02262824731838,23.45736841616673
15,44.10817369368599,23.464454833932933
15,44.11710091884026,23.464454833932933
15,44.11710091884026,23.470017323722004
15,44.10817369368599,23.470017323722004
16,44.05135012783306,24.430473796951862
16,44.0599712690196,24.430473796951862
16,44.0599712690196,24.43740209040074
16,44.05135012783306,24.43740209040074
17,45.918329517637794,26.193519627934325
17,45.92369640958652,26.193519627934325
17,45.92369640958652,26.202583278181482
