region_id,x,y
0,45.357548070931756,25.487745498215805
0,45.36377829658312,25.487745498215805
0,45.36377829658312,25.49556379905609
0,45.357548070931756,25.49556379905609
1,48.1703194544069,24.963607766778306
1,48.177181577996244,24.963607766778306
1,48.177181577996244,24.972530153096532
1,48.1703194544069,24.972530153096532
2,47.51973071014838,23.229078491036244
2,47.529622337226655,23.229078491036244
2,47.529622337226655,23.234753481378316
2,47.51973071014838,23.234753481378316
3,51.83913733302536,24.700208774325784
3,51.84557490341852,24.700208774325784
3,51.84557490341852,24.707727531482174
3,51.83913733302536,24.707727531482174
4,47.213612962355846,24.48997825919084
4,47.21932372832023,24.48997825919084
4,47.21932372832023,24.497594300766682
4,47.213612962355846,24.497594300766682
5,46.9454417081719,24.217727570672306
5,46.95216266265035,24.217727570672306
5,46.95216266265035,24.224104839525484
5,46.9454417081719,24.224104839525484
6,49.51732807042718,26.669552653277016
6,49.522889133030446,26.669552653277016
6,49.522889133030446,26.675862125007953
6,49.51732807042718,26.675862125007953
7,44.114066088973686,22.569949708201555
7,44.12002228234516,22.569949708201555
7,44.12002228234516,22.57662030422491
7,44.114066088973686,22.57662030422491
8,45.6698724415955,22.795010193078852
8,45.67879348400825,22.795010193078852
8,45.67879348400825,22.80466986010611
8,45.6698724415955,22.80466986010611
9,50.5414574857554,28.400450794004197
9,50.54896272519446,28.400450794004197
9,50.54896272519446,28.409015356073954
9,50.5414574857554,28.409015356073954
10,46.04877266701976,22.39553521525807
10,46.05613049085159,22.39553521525807
10,46.05613049085159,22.400906748166015
10,46.04877266701976,22.400906748166015
11,49.35092974858014,29.45476421865074
11,49.35732564228026,29.45476421865074
11,49.35732564228026,29.4607408694938
11,49.35092974858014,29.4607408694938
12,49.47068927301176,27.351912603384456
12,49.47655776018466,27.351912603384456
12,49.47655776018466,27.360234245873144
12,49.47068927301176,27.360234245873144
13,45.28838195599007,23.13728213681581
13,45.29607903302345,23.13728213681581
13,45.29607903302345,23.146228339782855
13,45.28838195599007,23.146228339782855
14,48.19860710653888,28.75407457301905
14,48.20459235938619,28.75407457301905
14,48.20459235938619,28.761454145662025
14,48.19860710653888,28.761454145662025
15,45.21839791618163,29.544405434124233
15,45.226440659121195,29.544405434124233
15,45.226440659121195,29.550711713321785
15,45.21839791618163,29.550711713321785
16,46.6665211927323,25.203710247016048
16,46.67327710582423,25.203710247016048
16,46.67327710582423,25.213043763379858
16,46.6665211927323,25.213043763379858
17,47.33416833229476,29.073131619561217
17,47.34259189417565,29.073131619561217
17,47.34259189417565,29.080837547426185
17,47.33416833229476,29.080837547426185
18,44.22103883983654,28.81427898228742
18,44.22617641661317,28.81427898228742
18,44.22617641661317,28.81968481938886
18,44.22103883983654,28.81968481938886
19,50.92332802496376,25.15952150051748
19,50.932323562502894,25.15952150051748
